point_id,lon,lat,label,name
pos_37,77.4827357145787,12.8989117811536,1,Kengeri Yellamma temple
pos_38,77.6822640125691,12.9545043770751,1,HAL Airport Road
pos_39,77.6047832157688,13.029909094329,1,Sulthan Palya Main Road
pos_40,77.59117783388612,13.0259073108735,1,Pillappa Garden – Agencies
pos_41,77.5913121170567,13.0313282901683,1,Anandanagara
pos_42,77.59806414424091,12.991993796476304,1,"Miller Tank,"
pos_43,77.6328895046426,12.972383224006398,1,Saraswathipuram – Jogu Palya
pos_44,77.6561560190804,12.9540152394115,1,K R Garden
pos_45,77.6179956694604,12.959963743032098,1,Rudrappa Garden
pos_46,77.5919039680898,13.0080769194141,1,TV tower-Jaymahal extension
pos_47,77.5881613485635,12.9844988501416,1,hotel Chalukya Junction
pos_48,77.638739052261,12.960933236479397,1,Dommlur
pos_49,77.6239676660707,12.9819583642869,1,Ulsoor
pos_50,77.61028815037372,13.009267539065496,1,DJ Halli
pos_51,77.5873230437196,12.9754291432402,1,KR circle Underpass
pos_52,77.6047966021774,12.970775636386298,1,"Ashok Nagar
,museum road"
pos_53,77.596618073961,12.9713287895918,1,UB city  road
pos_54,77.6541428920762,12.9720323148392,1,New Thippasandra
pos_55,77.6234084406428,12.9954416110413,1,Cox town
pos_56,77.6468109190841,12.9737073498141,1,Thippasandra
pos_57,77.6477438290099,12.9688733328378,1,Indiranagar 80ft road
pos_58,77.6099036344411,12.996840553248704,1,Pulakeshinagara
pos_59,77.6471286288786,13.0119037874296,1,Banaswadi
pos_60,77.4993792626398,13.006586088077396,1,Sarjapur road
pos_61,77.647667755358,12.9067696947654,1,NGV to HSR Layout
pos_62,77.5935020858486,12.870970177931204,1,Kallena Agrahara in Arekere
pos_63,77.59658071072721,12.8842403779908,1,RR Layout in Arekere & Hulimavu junction
pos_64,77.5593241390377,13.071537127142497,1,"Gurudarshan Layout,Near Doddabommasandra"
pos_65,77.5730246337936,13.052072903657496,1,Devi Nagara
pos_66,77.573363637155,13.055279078826098,1,JRD Tata Nagar
pos_67,77.5739608091609,13.0486685553505,1,"Bhadrappa Layout, Nagashettihalli"
pos_68,77.5792967997007,13.0923268027641,1,Someshwara Nagar
pos_69,77.5824405738244,13.0935430976927,1,EWS working colony 3rd stage
pos_70,77.5689946485051,13.107284706071,1,"Attur, Near Dairy Circle"
pos_71,77.576471832231,13.05400991038,1,"Balaji Layout, Near Tata Nagar"
pos_72,77.6051141303453,13.103662125070402,1,"Shankrappa Layout,MAruthi nagar"
pos_73,77.6048096524019,13.048485358670796,1,Kempapura
pos_74,77.6153719042868,13.0513188409369,1,Mariyanna Palya
pos_75,77.6346562236285,13.0558438602303,1,"Telecom layout,Ashwathnagar"
pos_76,77.5408666666729,12.9908666662383,1,Sanguruvanahalli
pos_77,77.5525326297742,12.981399152190797,1,"8TH CROSS 6TH BLOCK SANKARAPPA GARDEN ,RAJAJINAGAR"
pos_78,77.566054909962,12.9684298800879,1,BHAKSHI GARDEN
pos_79,77.5588053181909,13.0282233491054,1,SANJEEVAPPA GARDEN
pos_80,77.5687506218599,12.9670968958218,1,"NAGANNA NAGAR,NEAR BINNIY MILL ROAD"
pos_81,77.5415463996097,13.019604811579098,1,KANTEERAVA NAGARA
pos_82,77.5578611429665,13.0226867408992,1,KAMALANAGAR
pos_83,77.55559593386377,12.978956693454876,1,Gubbanna Layout
pos_84,77.5477410304143,12.991323039665202,1,"14TH CROSS P&T COLONY,CHOLARPALYA"
pos_85,77.5435531792751,12.992941072939896,1,"1ST MAIN 8TH CROSS N.R.GARDEN,CHOLARPALYA"
pos_86,77.5313868890026,13.014326605879,1,MUDALPALYA
pos_87,77.530223812323,12.9654374195325,1,"METRO LAYOUT-WARD NO 131,NEAR NAYANDHALLI"
pos_88,77.6031109926665,12.926952083151098,1,bismillanagar
pos_89,77.5475717608872,12.9563239937434,1,rudrappa garden
pos_90,77.5468931526243,12.9526248968046,1,samrudhinagar
pos_91,77.5598718344172,12.8966741990632,1,silkboardjunction
pos_92,77.5263786003369,12.950778691414902,1,SARVABHOUMA NAGAR-WARD NO 131 NAYANDHALLI
pos_93,77.6159962568356,12.9155182467913,1,SOMESHWARA COLONY NEAR SILK BOARD JUNCTION
pos_94,77.628961332382,12.9178430901315,1,"MARUTHI NAGAR, SANKRAPPA LAYOUT"
pos_95,77.54178722372895,12.95291756750661,1,Ghali Anjaneya temple road
pos_96,77.538395591297,12.955496811909898,1,"MARUTHI NAGARA ,NEAR BAPUJI NAGARA"
pos_97,77.5353843832805,12.9475113405221,1,"RANGANATHA LAYOUT,BHEL CIRCLE"
pos_98,77.59721665139729,12.9484600876013,1,Wilson Garden Area up to Bannerghatta Road
pos_99,77.6291898267498,12.940538998435596,1,ASHWINI LAYOUT
pos_100,77.6272964099633,12.943109253414598,1,EJIPURA
pos_101,77.6146833451546,12.949079257933596,1,LAKSHMAN RAO NAGARA
pos_102,77.499259070136,12.959253803511398,1,"Kengunta,Near Mallathalli"
pos_103,77.49417122442851,12.957437999027098,1,Sri Hari layout
pos_104,77.4886975317529,12.9560321588592,1,Near Vidyanikethan School
pos_105,77.5148894417433,12.964787834978898,1,"Vinayaka Layout,Near Nagarabhavi"
pos_106,77.4885216619697,12.913138256642496,1,Bandemata-Near Kengeri
pos_107,77.5089051560258,12.9276328453853,1,"Janapriya Apartments,Near Rajarajeshwari Temple"
pos_108,77.5094453240125,12.9304723356581,1,Kenchenahalli
pos_109,77.51902010659971,12.9204643601057,1,"Shivanna Layout,Near Halagevaddarahalli"
pos_110,77.55486447809245,13.034717103885091,1,Brindavananagar below Matthikere Tank Market
pos_111,77.4905174317657,13.0445656358456,1,CHICKKABIDRIKAL
pos_112,77.4819589559286,12.988674025260504,1,"ANJANA NAGARA ,NEAR ANJANEYA TEMPLE (WARD NO 72)"
pos_113,77.5042014204633,12.9893216008603,1,"BYRAVESHWARA NAGARA , HAGGANAHALLI"
pos_114,77.5269523740393,13.0097106932318,1,"CHOWDESHWARINAGAR,RAJIV GANDHI CIRCLE ,LAGGERE"
pos_115,77.4919584197319,13.0099364369115,1,KALIKA NAGARA MAIN ROAD (WARD NO 41)
pos_116,77.5120418872617,12.985970323091896,1,KOTTIGEPALYA
pos_117,77.4938813384294,13.041586339077696,1,RUKMINI NAGARA NEAR MAGADI ROAD (WARD NO 73)
pos_118,77.4951423539782,13.006781294381096,1,SHIVANANDANAGARA
pos_119,77.68690014911,12.967840139801098,1,KALLAPA LAYOUT NEAR BASAVANAGARA
pos_120,77.6862077155083,12.9604936418399,1,TALA KAVERI LAYOUT NEAR HAL AIRPORT
pos_121,77.7030290587202,12.948995700582,1,SJR DENTAL COLLEGE MAIN ROAD
pos_122,77.7559353478791,12.971315568983698,1,GANDHIPURAM NEAR WHITE FIELD
pos_123,77.6755986418536,12.990081478343598,1,UDAYANAGARA NEAR A NARAYANPURA
pos_124,77.6688288350888,12.9914150366501,1,PAI LAYOUT
pos_125,77.6855870790913,12.9853658544149,1,CHINAPPA LAYOUT
pos_126,77.7194865485595,12.986617768005798,1,GARUDACHARPLAYA BASAVANAGARA
pos_127,77.7350766808123,12.9749466444273,1,PASTTANDUR AGRAHARA NEAR ITPL
pos_128,77.7541586165213,13.0015538942678,1,SAI BABA ASHRAM KADUGODI
pos_129,77.7590733023577,12.9988285462643,1,PATTALAMMA LAYOUT NEAR KADUGODI
pos_130,77.76319191791872,12.9970066317567,1,SIDDHARTHA LAYOUT KADUGODI
pos_131,77.71990221424092,13.023151384561,1,TRIVENI NAGAR NEAR KR PURAM
pos_132,77.7065480462501,13.005344222990198,1,"KRISHNANAGARA , NEAR CHIKKADEVSANDRA"
pos_133,77.7066730094247,13.0142993398719,1,VINAYAKA LAYOUT NEAR BASAVANAPURA MAIN ROAD
pos_134,77.66598313464542,13.0172434237938,1,HOYSALANAGARA KR PURA
pos_135,77.676007984065,13.011799264052463,1,"Bhovi Colony, near Sane Guruvanahalli Tank"
pos_136,77.6866487764669,13.015196415272298,1,DR AMBEDKAR NAGAR NEAR VIJNANAPURA
pos_137,77.6808290469289,12.9803526268145,1,"ABBAREDDY LAYOUT ,VIJNANA NAGARA"
pos_138,77.6443741089786,13.040109608308,1,"Vaddara palya, Near Hennur Bande"
pos_139,77.5079819461216,13.0429792423788,1,BHUVANESHWARI NAGARA WARD NO 15
pos_140,77.5030166638335,13.0642508306955,1,BAGALKUNTE( L NARSIMHAYA LAYOUT)
pos_141,77.5106455509689,13.045111735545296,1,KEMPEGOWDANAGAR
pos_142,77.50214228024491,13.033631528993396,1,NELEGADARANAHALLI
pos_143,77.5058579547525,13.026011158572098,1,SHIVAPURA KERE NEAR NTTF
pos_144,77.6134973249953,13.0228208475321,1,SHAMPURA SLUM
pos_145,77.61973119462901,13.0197394058802,1,BASAVANNA NAGARA NEAR KADUGODANAHALLI
pos_146,77.6287575718124,13.0099472299161,1,"THAMMANA LAYOUT NEAR LINGARAJAPURA,"
pos_147,77.6010257257137,13.007064902517598,1,MUNIREDDY PALYA
pos_148,77.60278593742683,13.002586572513453,1,"Miller Tank,  Chinnappa Garden"
pos_149,77.6405022618689,12.9880986194854,1,AMBEDKAR NAGAR NEAR BYAPPANAHALLI
pos_150,77.6406788155904,12.9843178984092,1,"BANDAPPA COLONY , NEAR NEW BYAPPANAHALLI"
pos_151,77.6266700833542,12.973290375818298,1,CAMBRIDGE LAYOUT
pos_152,77.6114142619749,12.9879213450881,1,BHARATHI NAGARA
pos_153,77.6012056646917,12.989231590817704,1,"RAJIV GANDHI COLONY ,NEAR QUEENS ROAD"
pos_154,77.6559917414575,12.9561352291091,1,MURUGESHPALYA
pos_155,77.63672590623,12.9362383124114,1,SRINIVAGILU TANK BED LAYOUT
pos_156,77.5995507450686,12.956486085778302,1,SHANTHI NAGARA
pos_157,77.5922263953977,12.972938678416902,1,SAMPANGI RAMA NAGARA
pos_158,77.6037671559015,13.0338719413767,1,SEETHAPPA LAYOUT NEAR RABINDRANATH TAGORE LAYOUT
pos_159,77.6038238812386,12.9926509102014,1,BAMBOO BAZAR
pos_160,77.5944385482952,13.0131255526489,1,munireddypalya anekappa block
pos_161,77.5711870842795,13.0311184601201,1,SHANKAR NAGAR
pos_162,77.6150247006031,13.0336836305647,1,"Govindapura,Nesar Nagavara"
pos_163,77.5697855769244,12.905829613173696,1,ILLIYAS NAGAR KUMARSWAMY LAYOUT
pos_164,77.6284697894838,12.8989336873366,1,MUNISUBBAREDDY LAYOUT HONGASANDRA
pos_165,77.6281468991609,12.892686607447,1,AMBEDKAR COLONY NEAR HONGASANDRA
pos_166,77.6269561383418,12.887502662660998,1,MICO LAYOUT
pos_167,77.6243630245224,12.887586246481098,1,ROYQAL MERIDIAN LAYOUT
pos_168,77.6290511776546,12.8820505434111,1,VISHWA PRIYA NAGARA NEAR BEGUR MAIN RAOD
pos_169,77.624941297316,12.8764046160013,1,BEGUR KERE AREA
pos_170,77.6395408230583,12.8698824764384,1,SUBASH NAGARA
pos_171,77.637980096622,12.894440715310202,1,GARVE BHAVI PALYA
pos_172,77.6611585673198,12.880294295714,1,PARAPPAN AGRAHARA
pos_173,77.6603268039859,12.8736972746511,1,G K LAYOUT
pos_174,77.6575038153887,12.8894267732205,1,KUDLU VILLAGE
pos_175,77.6423639181386,12.888511802898796,1,B.T.R GARDEN LAYOUT
pos_176,77.631708269581,12.89072551613,1,RAGHAVENDRA SLUM NEAR LAKSHMI LAYOUT
pos_177,77.6371421706667,12.905056828351002,1,MUNIREDDY LAYOUT NEAR MANGAMMNAPALYA
pos_178,77.6042850230189,12.883349861498898,1,VYSHYA BANK COLONY NEAR AREKERE
pos_179,77.605805171246,12.877821657311296,1,KRISHNA LAYOUT NEAR HULIMAVU KERE
pos_180,77.5914921841584,12.857844268061402,1,BDA LAYOUT
pos_181,77.5849201458667,12.9011915440869,1,PUTTENHALLI
pos_182,77.5866124577705,12.901838949214998,1,"ASHTA LAKSHMI LAYOUT ,PUTTENHALLI"
pos_183,77.5703904084562,12.886308353585298,1,GANAPATHPURA NEAR CHUNCHANGHATTA MAIN RAOD
pos_184,77.57520110064532,12.8832966341697,1,HARI NAGAR NEAR KONANKUNTTE
pos_185,77.5538648525391,12.902625234870598,1,"VITTAL NAGAR NEAR ISRO LAYOUT,UTTARAHALLI"
pos_186,77.5450093250347,12.9178341662909,1,sanjaynagar
pos_187,77.5712721864802,12.905650841720702,1,Yelechenahalli
pos_188,77.5717608637709,12.902480333207798,1,Kanakanagar-Near kumaraswamylayout
pos_189,77.5457117499136,12.903357665526196,1,Dorakere
neg_0,77.81185960769781,12.9998505190629,0,
neg_1,77.4931075050139,12.82021080524568,0,
neg_2,77.6818538719233,13.15417703596034,0,
neg_3,77.64055677410171,13.068053679954067,0,
neg_4,77.59719285310614,13.0946425407599,0,
neg_5,77.6145384390896,12.946141195464536,0,
neg_6,77.74059723319746,12.829145574959009,0,
neg_7,77.52373810517888,12.813724000749042,0,
neg_8,77.59508635329901,12.878742865706972,0,
neg_9,77.49032586567793,12.97157284838844,0,
neg_10,77.6341439578691,13.035576464188123,0,
neg_11,77.80721190216856,13.036851777699304,0,
neg_12,77.5963523154817,12.977512420083976,0,
neg_13,77.74759093085224,12.956134660677638,0,
neg_14,77.58082470519074,13.15548907270772,0,
neg_15,77.74086872401355,13.056257171290024,0,
neg_16,77.5638658913969,12.954865696286774,0,
neg_17,77.56343316754317,12.988117235557617,0,
neg_18,77.62008656069798,12.932600549401178,0,
neg_19,77.58167882872323,12.831480263613727,0,
neg_20,77.59325343215558,12.84181429478904,0,
neg_21,77.6297314019615,13.113252271833858,0,
neg_22,77.59083102743745,13.111580626199377,0,
neg_23,77.47781583540267,13.044725756620688,0,
neg_24,77.54367457652732,12.933086269339167,0,
neg_25,77.73231713907586,12.848656055514454,0,
neg_26,77.5110088812568,12.847406965025645,0,
neg_27,77.58100602879797,12.868885923254144,0,
neg_28,77.8094351011766,12.96904664640702,0,
neg_29,77.48118998216245,12.867292614875858,0,
neg_30,77.60305874297416,13.111438710876678,0,
neg_31,77.59043117324765,13.011368769742422,0,
neg_32,77.81276933976714,12.836318065771753,0,
neg_33,77.7286956236994,12.947629177803098,0,
neg_34,77.7054214458883,13.103562034842632,0,
neg_35,77.53299381333137,13.057278072527662,0,
neg_36,77.54444558812408,13.143242034250536,0,
neg_37,77.71185831646397,12.93133895670882,0,
neg_38,77.4323373159383,12.851752614640052,0,
neg_39,77.5118016565355,12.911038749418102,0,
neg_40,77.59640745501419,12.957031524138404,0,
neg_41,77.63202816552825,12.810801064998206,0,
neg_42,77.64097520430278,13.115898098755157,0,
neg_43,77.44533671255986,12.95289958905748,0,
neg_44,77.73405752408469,13.1166927389729,0,
neg_45,77.65887479588478,13.04177744658956,0,
neg_46,77.63091954141568,12.868405357030332,0,
neg_47,77.44569283786721,12.939079994020483,0,
neg_48,77.50228560436821,12.959408807246836,0,
neg_49,77.46179386923022,12.857876713344917,0,
neg_50,77.49573588644812,13.143492454089824,0,
neg_51,77.45217664406243,13.03076062253864,0,
neg_52,77.43734447192426,12.952704111175535,0,
neg_53,77.490761708848,12.995681584741812,0,
neg_54,77.61851881193444,12.822919472090367,0,
neg_55,77.63967374811244,13.076469627294944,0,
neg_56,77.48071193610161,12.9148637431798,0,
neg_57,77.50961204980428,12.94222650412238,0,
neg_58,77.51150143406434,13.07108111009222,0,
neg_59,77.7844660979738,13.0709330130628,0,
neg_60,77.77491637915111,12.971902895659522,0,
neg_61,77.69673774914997,12.858998793987553,0,
neg_62,77.49506502056529,13.054821171941128,0,
neg_63,77.69084442846359,12.921325789875022,0,
neg_64,77.64983961769961,12.874503858846484,0,
neg_65,77.73019137320311,13.064155613626273,0,
neg_66,77.48587722478078,13.023189485965588,0,
neg_67,77.48152876991203,12.895523391856852,0,
neg_68,77.61001089444473,13.070671795387804,0,
neg_69,77.55547063816101,12.812224577221992,0,
neg_70,77.60747692928325,13.017049998795152,0,
neg_71,77.62091858877845,12.87718053566399,0,
neg_72,77.50463825871147,13.003785580759669,0,
neg_73,77.76198738857325,13.144537595549846,0,
neg_74,77.7082522911503,12.930861465076909,0,
neg_75,77.53080686857784,12.917637575354576,0,
neg_76,77.52265804670839,12.855293326443856,0,
neg_77,77.72180877120978,12.876952097677565,0,
neg_78,77.75155554174454,12.850618869428589,0,
neg_79,77.6935340650892,13.115759063659798,0,
neg_80,77.66452040616961,12.96829929285701,0,
neg_81,77.78143333578883,13.151476953986318,0,
neg_82,77.60244594192531,13.124294960071069,0,
neg_83,77.68312162335116,13.084012116511698,0,
neg_84,77.65060591896565,13.093931793333203,0,
neg_85,77.79618214850231,13.114465157394156,0,
neg_86,77.8112108120837,12.982523135937477,0,
neg_87,77.71658785288001,12.941559574920998,0,
neg_88,77.44970960171584,13.026601285596133,0,
neg_89,77.76122301803507,13.035259742230403,0,
neg_90,77.74790102270782,13.078066561573031,0,
neg_91,77.64343632315924,12.809223146061674,0,
neg_92,77.58345184195625,13.055744586151429,0,
neg_93,77.71325443470431,13.0041871047943,0,
neg_94,77.62484926989069,13.05681403993209,0,
neg_95,77.69811470537206,12.896916951535216,0,
neg_96,77.50705415818726,13.01193438119292,0,
neg_97,77.51153252394825,12.85971627311899,0,
neg_98,77.61353432303851,12.96787436404519,0,
neg_99,77.71829585143446,13.015616736969044,0,
neg_100,77.61630414800095,13.084541635296423,0,
neg_101,77.53601028900445,13.112916573004815,0,
neg_102,77.43281108965512,12.994725682851534,0,
neg_103,77.47289035682118,12.879712654426068,0,
neg_104,77.53667813516834,13.032495445692549,0,
neg_105,77.75092941528095,13.146482358622857,0,
neg_106,77.59850134071355,13.082640814724492,0,
neg_107,77.70142934782457,12.88594372410408,0,
neg_108,77.64016533265763,13.121272350109184,0,
neg_109,77.55285580516355,12.869788553308547,0,
neg_110,77.68076228018057,12.930228861354273,0,
neg_111,77.69081067058802,13.094175590739267,0,
neg_112,77.78568515981873,12.988987428501568,0,
neg_113,77.54023133451273,12.874899886564435,0,
neg_114,77.54416457540663,12.940863288251482,0,
neg_115,77.78128349439558,13.104572881390816,0,
neg_116,77.78978828210302,13.142472738674888,0,
neg_117,77.52207233896864,12.913616934993538,0,
neg_118,77.72899223993363,12.9793606655636,0,
neg_119,77.5056838294608,13.117588418796016,0,
neg_120,77.76320664708403,12.986211795774048,0,
neg_121,77.65148113200748,13.097543759277984,0,
neg_122,77.46363284821481,13.053786648111924,0,
neg_123,77.68105840778735,12.927039114123362,0,
neg_124,77.64832783274771,13.004052814266895,0,
neg_125,77.53782656049763,12.93498704659133,0,
neg_126,77.66518216788313,12.898897724124982,0,
neg_127,77.45245964773758,13.02448709424912,0,
neg_128,77.59964553255429,12.909198713982828,0,
neg_129,77.59553653331251,12.835291054626463,0,
neg_130,77.58558163554544,12.98209897419608,0,
neg_131,77.64809104913853,12.835850944183813,0,
neg_132,77.6469003484174,13.151075439371354,0,
neg_133,77.6240748126028,13.113689149236748,0,
neg_134,77.55000851652213,12.847744916231576,0,
neg_135,77.59894920318344,13.033586887845107,0,
neg_136,77.76242772296027,12.87066377237499,0,
neg_137,77.60386633298252,12.852676540779518,0,
neg_138,77.49743691653539,13.037860048839606,0,
neg_139,77.75455124674212,13.050489772533869,0,
neg_140,77.721047736959,13.13278353039868,0,
neg_141,77.70077620889796,12.968852886772265,0,
neg_142,77.52908660180071,12.973827585292478,0,
neg_143,77.54756732484452,12.830585022606938,0,
neg_144,77.61496259568693,13.127253997617988,0,
neg_145,77.4890425716574,12.896655354942853,0,
neg_146,77.54495163617798,13.128778659813165,0,
neg_147,77.5638085770327,12.873869553862962,0,
neg_148,77.64265557350778,12.82681576954405,0,
neg_149,77.58979991741053,12.965507756093512,0,
neg_150,77.69136170477896,13.14566146959515,0,
neg_151,77.46430979171492,13.047321126547038,0,
neg_152,77.72907574117664,12.899499406149031,0,
neg_153,77.73314434488732,12.852674479588613,0,
neg_154,77.67252768464431,13.027373586590254,0,
neg_155,77.59021661589539,12.895037571112768,0,
neg_156,77.756756109963,12.875635728582898,0,
neg_157,77.7615159355248,12.823270368226332,0,
neg_158,77.8123057218342,13.028770834424147,0,
neg_159,77.61467376706442,12.986972065990788,0,
neg_160,77.4543758573708,13.12665203370646,0,
neg_161,77.53301515580836,12.98019155336915,0,
neg_162,77.64490198956379,13.125789461375131,0,
neg_163,77.59344365291464,13.062708807007976,0,
neg_164,77.69214636795769,12.89341767060123,0,
neg_165,77.50215889510093,12.877137612231095,0,
neg_166,77.73404629544532,12.811375938318267,0,
neg_167,77.66192045516603,12.891643769702236,0,
neg_168,77.43290362484883,12.86800319479202,0,
neg_169,77.79384541792761,12.921758721758646,0,
neg_170,77.80916606227096,13.065025366153703,0,
neg_171,77.61605933923165,13.059330960858038,0,
neg_172,77.56042936279025,12.965424310887483,0,
neg_173,77.80807961284243,13.140522641802864,0,
neg_174,77.56209409403253,12.899717076584995,0,
neg_175,77.60221041057922,13.064656987708345,0,
neg_176,77.53650440338451,13.010261096754228,0,
neg_177,77.66900816064516,13.098001031745293,0,
neg_178,77.54096297108059,12.903433459997329,0,
neg_179,77.76179540706222,12.894565557887178,0,
neg_180,77.53832668970846,13.087122790040825,0,
neg_181,77.4926198859571,12.952393894239783,0,
neg_182,77.66167345641715,12.858608342688528,0,
neg_183,77.75549943327805,13.100895496776396,0,
neg_184,77.68483660461716,12.831363031995805,0,
neg_185,77.46300751428387,13.11508565638859,0,
neg_186,77.79648911638716,13.024799153983963,0,
neg_187,77.69693049921021,12.901278522061936,0,
neg_188,77.44681133061326,12.959218565564434,0,
neg_189,77.69576963667365,13.063690264483649,0,
neg_190,77.63653431748344,12.899597703898465,0,
neg_191,77.69207028630865,13.130374992157616,0,
neg_192,77.51774538079106,12.813933286115144,0,
neg_193,77.79802875981282,13.144818099365656,0,
neg_194,77.67277176555875,13.128155302320533,0,
neg_195,77.65278974877468,12.90718972486772,0,
neg_196,77.51500571194529,12.95505428558239,0,
neg_197,77.71642786334374,12.90014569723945,0,
neg_198,77.45514930649362,13.061995289705743,0,
neg_199,77.46055085214887,13.11832341350162,0,
neg_200,77.67541096920651,12.98578258530797,0,
neg_201,77.59876223719897,12.862414712176482,0,
neg_202,77.62320898589664,12.948151621622848,0,
neg_203,77.51445369302081,13.092963575821946,0,
neg_204,77.80411890294515,13.049916161342086,0,
neg_205,77.72494296535685,12.927750429984275,0,
neg_206,77.58527907281706,12.867821355653302,0,
neg_207,77.81171550087726,13.003109342714932,0,
neg_208,77.49354741788525,12.89268873147545,0,
neg_209,77.54490102620086,13.081600619693852,0,
neg_210,77.65661485266102,13.106317876936773,0,
neg_211,77.7905508728405,12.884576111511212,0,
neg_212,77.7685295246606,12.910771723265224,0,
neg_213,77.51616524837922,13.1104576274349,0,
neg_214,77.80059107767826,13.104127596992388,0,
neg_215,77.6937722017018,12.82970239165642,0,
neg_216,77.54680774534906,12.80934085528489,0,
neg_217,77.52203194423666,13.042096733905504,0,
neg_218,77.6487077575094,13.10454214022016,0,
neg_219,77.44129285083902,12.820890540448246,0,
neg_220,77.583064389444,12.861996700905609,0,
neg_221,77.4998972836716,12.922150518083743,0,
neg_222,77.80511307848501,12.871788001143942,0,
neg_223,77.46491555934546,12.965013646008568,0,
neg_224,77.62078387698891,13.096567899836852,0,
neg_225,77.77770005099991,13.09154661175459,0,
neg_226,77.64464374682788,12.834083534119731,0,
neg_227,77.77079709477886,12.975332706330358,0,
neg_228,77.6686747899217,12.999906893147104,0,
neg_229,77.68963812414717,12.982995413354416,0,
neg_230,77.7903113043459,13.067775325799444,0,
neg_231,77.54531077185331,13.033095440356435,0,
neg_232,77.50908566992591,12.813152304894896,0,
neg_233,77.56299256664805,13.10931590357063,0,
neg_234,77.47725993183117,12.819396489580136,0,
neg_235,77.51584862892486,13.030859510331252,0,
neg_236,77.55465084354685,12.98460210800099,0,
neg_237,77.67222550042847,12.983164097802629,0,
neg_238,77.76981458851192,12.99391434025762,0,
neg_239,77.7986414022004,13.06848670587864,0,
neg_240,77.43220382327061,13.144248429433707,0,
neg_241,77.48439996972398,12.895049639057202,0,
neg_242,77.75789221965545,13.02554760805065,0,
neg_243,77.51588017967195,12.8511366568364,0,
neg_244,77.5044164306887,13.086674715471188,0,
neg_245,77.7429815224701,13.037690925878172,0,
neg_246,77.63879463914422,12.859050910818365,0,
neg_247,77.6534062606282,13.043026860444824,0,
neg_248,77.65541368348143,12.992007083806849,0,
neg_249,77.6769887149572,13.097680147422505,0,
neg_250,77.55730286324145,13.120909185797236,0,
neg_251,77.68468648714632,13.04128272647517,0,
neg_252,77.65462315405446,12.968658331153817,0,
neg_253,77.75255470606612,13.091086922694426,0,
neg_254,77.477240710383,12.885924852802365,0,
neg_255,77.443042013508,12.892956970887465,0,
neg_256,77.63455689209076,12.94463226052346,0,
neg_257,77.50430482496881,12.904684805791716,0,
neg_258,77.70944840749895,12.878398814942326,0,
neg_259,77.70436976884835,12.903614569793875,0,
neg_260,77.7664630802686,13.005295394056828,0,
neg_261,77.47044488065347,12.952488780416596,0,
neg_262,77.43269462417693,13.006557003888782,0,
neg_263,77.55811686500135,12.92558743096813,0,
neg_264,77.75836873589398,12.818813769476044,0,
neg_265,77.6184692023051,12.924734107331805,0,
